Round,Wk,Day,Date,Time,Home,xG-H,Score,xG-A,Away,Attendance,Venue,Referee,Match Report,Notes,Année édition
Group stage,1,Tue,2022-09-06,18:45 ,Dinamo Zagreb,0.6,1–0,0.9,Chelsea,"20,607",Stadion Maksimir,István Kovács,Match Report,,2023
Group stage,1,Tue,2022-09-06,18:45 ,Dortmund,2.3,3–0,0.5,FC Copenhagen,"70,700",Signal Iduna Park,François Letexier,Match Report,,2023
Group stage,1,Tue,2022-09-06,20:00 ,Celtic,1.4,0–3,1.9,Real Madrid,"57,057",Celtic Park,Sandro Schärer,Match Report,,2023
Group stage,1,Tue,2022-09-06,20:00 ,Benfica,1.1,2–0,0.2,Maccabi Haifa,"55,130",Estádio do Sport Lisboa e Benfica,Andreas Ekberg,Match Report,,2023
Group stage,1,Tue,2022-09-06,21:00 ,RB Salzburg,1.3,1–1,0.9,Milan,"29,520",Red Bull Arena,Srđan Jovanović,Match Report,,2023
Group stage,1,Tue,2022-09-06,21:00 ,Sevilla,0.3,0–4,3.6,Manchester City,"38,764",Estadio Ramón Sánchez Pizjuán,Davide Massa,Match Report,,2023
Group stage,1,Tue,2022-09-06,21:00 ,RB Leipzig,1.4,1–4,0.9,Shakhtar,"41,591",Red Bull Arena,João Pinheiro,Match Report,,2023
Group stage,1,Tue,2022-09-06,21:00 ,Paris S-G,1.7,2–1,1.0,Juventus,"47,415",Parc des Princes,Anthony Taylor,Match Report,,2023
Group stage,1,Wed,2022-09-07,18:45 ,Ajax,2.1,4–0,0.1,Rangers,"52,862",Johan Cruyff ArenA,Tobias Stieler,Match Report,,2023
Group stage,1,Wed,2022-09-07,18:45 ,Eint Frankfurt,0.8,0–3,0.9,Sporting CP,"50,500",Deutsche Bank Park,Orel Grinfeeld,Match Report,,2023
Group stage,1,Wed,2022-09-07,20:00 ,Tottenham,1.5,2–0,0.4,Marseille,"57,367",Tottenham Hotspur Stadium,Slavko Vinčič,Match Report,,2023
Group stage,1,Wed,2022-09-07,21:00 ,Napoli,4.0,4–1,1.0,Liverpool,"51,793",Stadio Diego Armando Maradona,Carlos del Cerro,Match Report,,2023
Group stage,1,Wed,2022-09-07,21:00 ,Atlético Madrid,0.8,2–1,2.0,Porto,"51,777",Estadio Cívitas Metropolitano,Szymon Marciniak,Match Report,,2023
Group stage,1,Wed,2022-09-07,21:00 ,Barcelona,2.3,5–1,0.8,Viktoria Plzeň,"77,411",Camp Nou,Lawrence Visser,Match Report,,2023
Group stage,1,Wed,2022-09-07,21:00 ,Inter,0.7,0–2,2.5,Bayern Munich,"58,951",Stadio Giuseppe Meazza,Clément Turpin,Match Report,,2023
Group stage,1,Wed,2022-09-07,21:00 ,Club Brugge,0.5,1–0,1.0,Leverkusen,"21,235",Jan Breydelstadion,Irfan Peljto,Match Report,,2023
Group stage,2,Tue,2022-09-13,17:45 ,Sporting CP,0.9,2–0,0.9,Tottenham,"39,899",Estádio José Alvalade,Srđan Jovanović,Match Report,,2023
Group stage,2,Tue,2022-09-13,18:45 ,Viktoria Plzeň,0.3,0–2,1.9,Inter,"11,252",Doosan Arena,Sandro Schärer,Match Report,,2023
Group stage,2,Tue,2022-09-13,20:00 ,Liverpool,2.2,2–1,0.3,Ajax,"52,387",Anfield,Artur Dias,Match Report,,2023
Group stage,2,Tue,2022-09-13,20:00 ,Porto,1.0,0–4,2.7,Club Brugge,"39,225",Estádio Do Dragão,Anastasios Sidiropoulos,Match Report,,2023
Group stage,2,Tue,2022-09-13,21:00 ,Leverkusen,1.8,2–0,0.9,Atlético Madrid,"25,825",BayArena,Michael Oliver,Match Report,,2023
Group stage,2,Tue,2022-09-13,21:00 ,Marseille,0.9,0–1,1.2,Eint Frankfurt,"62,500",Orange Vélodrome,José Sánchez,Match Report,,2023
Group stage,2,Tue,2022-09-13,21:00 ,Bayern Munich,1.7,2–0,2.0,Barcelona,"75,000",Allianz Arena,Danny Makkelie,Match Report,,2023
Group stage,2,Wed,2022-09-14,18:45 ,Milan,2.2,3–1,0.4,Dinamo Zagreb,"61,341",Stadio Giuseppe Meazza,Jesús Gil,Match Report,,2023
Group stage,2,Wed,2022-09-14,19:45 ,Shakhtar,0.4,1–1,1.5,Celtic,"20,697",Stadion Miejski Legii Warszawa im. Marsz...,Glenn Nyberg,Match Report,,2023
Group stage,2,Wed,2022-09-14,20:00 ,Rangers,1.3,0–3,3.5,Napoli,"50,121",Ibrox Stadium,Antonio Matéu,Match Report,,2023
Group stage,2,Wed,2022-09-14,20:00 ,Chelsea,1.2,1–1,0.4,RB Salzburg,"38,818",Stamford Bridge,Ivan Kružliak,Match Report,,2023
Group stage,2,Wed,2022-09-14,20:00 ,Manchester City,1.0,2–1,0.7,Dortmund,"50,441",Etihad Stadium,Daniele Orsato,Match Report,,2023
Group stage,2,Wed,2022-09-14,21:00 ,FC Copenhagen,0.7,0–0,0.8,Sevilla,"34,910",Parken,Irfan Peljto,Match Report,,2023
Group stage,2,Wed,2022-09-14,21:00 ,Juventus,0.8,1–2,2.2,Benfica,"34,015",Allianz Stadium,Felix Zwayer,Match Report,,2023
Group stage,2,Wed,2022-09-14,21:00 ,Real Madrid,0.9,2–0,0.7,RB Leipzig,"54,289",Estadio Santiago Bernabéu,Maurizio Mariani,Match Report,,2023
Group stage,2,Wed,2022-09-14,22:00 ,Maccabi Haifa,1.0,1–3,1.8,Paris S-G,"30,412",Sammy Ofer Stadium,Daniel Siebert,Match Report,,2023
Group stage,3,Tue,2022-10-04,18:45 ,Bayern Munich,2.4,5–0,0.5,Viktoria Plzeň,"75,000",Allianz Arena,Nikola Dabanović,Match Report,,2023
Group stage,3,Tue,2022-10-04,18:55 ,Marseille,2.5,4–1,0.4,Sporting CP,618,Orange Vélodrome,Davide Massa,Match Report,,2023
Group stage,3,Tue,2022-10-04,20:00 ,Liverpool,2.9,2–0,0.4,Rangers,"49,512",Anfield,Clément Turpin,Match Report,,2023
Group stage,3,Tue,2022-10-04,20:00 ,Porto,1.1,2–0,1.4,Leverkusen,"42,399",Estádio Do Dragão,Anthony Taylor,Match Report,,2023
Group stage,3,Tue,2022-10-04,21:00 ,Eint Frankfurt,1.0,0–0,1.5,Tottenham,"50,500",Deutsche Bank Park,Daniele Orsato,Match Report,,2023
Group stage,3,Tue,2022-10-04,21:00 ,Inter,0.2,1–0,0.5,Barcelona,"71,368",Stadio Giuseppe Meazza,Slavko Vinčič,Match Report,,2023
Group stage,3,Tue,2022-10-04,21:00 ,Ajax,1.4,1–6,3.3,Napoli,"52,896",Johan Cruyff ArenA,François Letexier,Match Report,,2023
Group stage,3,Tue,2022-10-04,21:00 ,Club Brugge,1.3,2–0,2.1,Atlético Madrid,"25,667",Jan Breydelstadion,István Kovács,Match Report,,2023
Group stage,3,Wed,2022-10-05,18:45 ,RB Leipzig,2.2,3–1,0.9,Celtic,"45,228",Red Bull Arena,Espen Andreas Eskås,Match Report,,2023
Group stage,3,Wed,2022-10-05,18:45 ,RB Salzburg,2.2,1–0,0.7,Dinamo Zagreb,"28,864",Red Bull Arena,Andris Treimanis,Match Report,,2023
Group stage,3,Wed,2022-10-05,20:00 ,Chelsea,1.1,3–0,0.4,Milan,"39,537",Stamford Bridge,Danny Makkelie,Match Report,,2023
Group stage,3,Wed,2022-10-05,20:00 ,Benfica,1.4,1–1,1.0,Paris S-G,"62,295",Estádio do Sport Lisboa e Benfica,Jesús Gil,Match Report,,2023
Group stage,3,Wed,2022-10-05,20:00 ,Manchester City,4.3,5–0,0.4,FC Copenhagen,"51,765",Etihad Stadium,Donatas Rumšas,Match Report,,2023
Group stage,3,Wed,2022-10-05,21:00 ,Real Madrid,3.4,2–1,0.8,Shakhtar,"56,011",Estadio Santiago Bernabéu,Ivan Kružliak,Match Report,,2023
Group stage,3,Wed,2022-10-05,21:00 ,Sevilla,2.0,1–4,2.5,Dortmund,"34,598",Estadio Ramón Sánchez Pizjuán,Maurizio Mariani,Match Report,,2023
Group stage,3,Wed,2022-10-05,21:00 ,Juventus,2.3,3–1,2.0,Maccabi Haifa,"28,498",Allianz Stadium,Sandro Schärer,Match Report,,2023
Group stage,4,Tue,2022-10-11,18:45 ,FC Copenhagen,0.3,0–0,1.6,Manchester City,"35,447",Parken,Artur Dias,Match Report,,2023
Group stage,4,Tue,2022-10-11,19:45 ,Maccabi Haifa,0.8,2–0,0.5,Juventus,"30,074",Sammy Ofer Stadium,Antonio Matéu,Match Report,,2023
Group stage,4,Tue,2022-10-11,20:00 ,Celtic,2.0,0–2,1.7,RB Leipzig,"57,565",Celtic Park,Halil Umut Meler,Match Report,,2023
Group stage,4,Tue,2022-10-11,21:00 ,Dortmund,0.4,1–1,0.8,Sevilla,"81,000",Signal Iduna Park,Srđan Jovanović,Match Report,,2023
Group stage,4,Tue,2022-10-11,21:00 ,Paris S-G,1.2,1–1,1.2,Benfica,"46,435",Parc des Princes,Michael Oliver,Match Report,,2023
Group stage,4,Tue,2022-10-11,21:00 ,Milan,0.4,0–2,2.2,Chelsea,"75,051",Stadio Giuseppe Meazza,Daniel Siebert,Match Report,,2023
Group stage,4,Tue,2022-10-11,21:00 ,Dinamo Zagreb,0.9,1–1,1.3,RB Salzburg,"20,779",Stadion Maksimir,Tobias Stieler,Match Report,,2023
Group stage,4,Tue,2022-10-11,22:00 ,Shakhtar,0.5,1–1,1.1,Real Madrid,"29,030",Stadion Miejski Legii Warszawa im. Marsz...,Orel Grinfeeld,Match Report,,2023
Group stage,4,Wed,2022-10-12,18:45 ,Napoli,3.2,4–2,1.6,Ajax,"52,229",Stadio Diego Armando Maradona,Felix Zwayer,Match Report,,2023
Group stage,4,Wed,2022-10-12,18:45 ,Atlético Madrid,2.3,0–0,0.6,Club Brugge,"60,810",Estadio Cívitas Metropolitano,Danny Makkelie,Match Report,,2023
Group stage,4,Wed,2022-10-12,20:00 ,Sporting CP,0.3,0–2,2.8,Marseille,"38,126",Estádio José Alvalade,Alejandro Hernández,Match Report,,2023
Group stage,4,Wed,2022-10-12,20:00 ,Rangers,0.5,1–7,2.2,Liverpool,"48,820",Ibrox Stadium,Slavko Vinčič,Match Report,,2023
Group stage,4,Wed,2022-10-12,20:00 ,Tottenham,3.0,3–2,1.2,Eint Frankfurt,"55,180",Tottenham Hotspur Stadium,Carlos del Cerro,Match Report,,2023
Group stage,4,Wed,2022-10-12,21:00 ,Viktoria Plzeň,1.2,2–4,3.0,Bayern Munich,"11,326",Doosan Arena,Bartosz Frankowski,Match Report,,2023
Group stage,4,Wed,2022-10-12,21:00 ,Leverkusen,2.2,0–3,1.8,Porto,"30,210",BayArena,István Kovács,Match Report,,2023
Group stage,4,Wed,2022-10-12,21:00 ,Barcelona,2.2,3–3,2.0,Inter,"92,302",Camp Nou,Szymon Marciniak,Match Report,,2023
Group stage,5,Tue,2022-10-25,18:45 ,Sevilla,1.0,3–0,1.1,FC Copenhagen,"29,884",Estadio Ramón Sánchez Pizjuán,Benoît Bastien,Match Report,,2023
Group stage,5,Tue,2022-10-25,18:45 ,RB Salzburg,1.6,1–2,1.5,Chelsea,"29,520",Red Bull Arena,Sandro Schärer,Match Report,,2023
Group stage,5,Tue,2022-10-25,20:00 ,Benfica,3.3,4–3,2.4,Juventus,"60,131",Estádio do Sport Lisboa e Benfica,Srđan Jovanović,Match Report,,2023
Group stage,5,Tue,2022-10-25,20:00 ,Celtic,1.4,1–1,0.8,Shakhtar,"57,478",Celtic Park,Serdar Gözübüyük,Match Report,,2023
Group stage,5,Tue,2022-10-25,21:00 ,Paris S-G,2.6,7–2,0.8,Maccabi Haifa,"46,435",Parc des Princes,Felix Zwayer,Match Report,,2023
Group stage,5,Tue,2022-10-25,21:00 ,Dortmund,1.2,0–0,1.2,Manchester City,"81,000",Signal Iduna Park,Davide Massa,Match Report,,2023
Group stage,5,Tue,2022-10-25,21:00 ,RB Leipzig,2.2,3–2,2.1,Real Madrid,"45,228",Red Bull Arena,Daniele Orsato,Match Report,,2023
Group stage,5,Tue,2022-10-25,21:00 ,Dinamo Zagreb,0.7,0–4,3.2,Milan,"20,572",Stadion Maksimir,Szymon Marciniak,Match Report,,2023
Group stage,5,Wed,2022-10-26,18:45 ,Club Brugge,1.4,0–4,3.2,Porto,"26,144",Jan Breydelstadion,Michael Oliver,Match Report,,2023
Group stage,5,Wed,2022-10-26,18:45 ,Inter,3.2,4–0,0.1,Viktoria Plzeň,"71,849",Stadio Giuseppe Meazza,Andreas Ekberg,Match Report,,2023
Group stage,5,Wed,2022-10-26,20:00 ,Tottenham,1.7,1–1,0.8,Sporting CP,"59,588",Tottenham Hotspur Stadium,Danny Makkelie,Match Report,,2023
Group stage,5,Wed,2022-10-26,21:00 ,Eint Frankfurt,1.1,2–1,0.7,Marseille,"48,700",Deutsche Bank Park,Jesús Gil,Match Report,,2023
Group stage,5,Wed,2022-10-26,21:00 ,Atlético Madrid,2.6,2–2,1.5,Leverkusen,"63,803",Estadio Cívitas Metropolitano,Clément Turpin,Match Report,,2023
Group stage,5,Wed,2022-10-26,21:00 ,Barcelona,0.7,0–3,2.1,Bayern Munich,"84,016",Camp Nou,Anthony Taylor,Match Report,,2023
Group stage,5,Wed,2022-10-26,21:00 ,Ajax,1.2,0–3,1.6,Liverpool,"53,327",Johan Cruyff ArenA,José Sánchez,Match Report,,2023
Group stage,5,Wed,2022-10-26,21:00 ,Napoli,1.8,3–0,0.7,Rangers,"39,835",Stadio Diego Armando Maradona,Halil Umut Meler,Match Report,,2023
Group stage,6,Tue,2022-11-01,17:45 ,Porto,2.7,2–1,0.8,Atlético Madrid,"47,546",Estádio Do Dragão,Daniele Orsato,Match Report,,2023
Group stage,6,Tue,2022-11-01,18:45 ,Leverkusen,1.1,0–0,0.5,Club Brugge,"30,210",BayArena,Maurizio Mariani,Match Report,,2023
Group stage,6,Tue,2022-11-01,20:00 ,Liverpool,2.4,2–0,0.4,Napoli,"52,077",Anfield,Tobias Stieler,Match Report,,2023
Group stage,6,Tue,2022-11-01,20:00 ,Rangers,1.8,1–3,1.8,Ajax,"48,817",Ibrox Stadium,Glenn Nyberg,Match Report,,2023
Group stage,6,Tue,2022-11-01,20:00 ,Sporting CP,0.5,1–2,1.2,Eint Frankfurt,"41,744",Estádio José Alvalade,Slavko Vinčič,Match Report,,2023
Group stage,6,Tue,2022-11-01,21:00 ,Marseille,1.4,1–2,0.6,Tottenham,"50,768",Orange Vélodrome,Szymon Marciniak,Match Report,,2023
Group stage,6,Tue,2022-11-01,21:00 ,Bayern Munich,1.5,2–0,0.7,Inter,"75,000",Allianz Arena,Ivan Kružliak,Match Report,,2023
Group stage,6,Tue,2022-11-01,21:00 ,Viktoria Plzeň,2.6,2–4,2.3,Barcelona,"11,258",Doosan Arena,Radu Petrescu,Match Report,,2023
Group stage,6,Wed,2022-11-02,18:45 ,Real Madrid,3.8,5–1,2.1,Celtic,"52,511",Estadio Santiago Bernabéu,Stéphanie Frappart,Match Report,,2023
Group stage,6,Wed,2022-11-02,19:45 ,Shakhtar,0.2,0–4,2.2,RB Leipzig,"26,045",Stadion Miejski Legii Warszawa im. Marsz...,Michael Oliver,Match Report,,2023
Group stage,6,Wed,2022-11-02,20:00 ,Manchester City,2.0,3–1,0.4,Sevilla,"51,610",Etihad Stadium,Orel Grinfeeld,Match Report,,2023
Group stage,6,Wed,2022-11-02,20:00 ,Chelsea,2.7,2–1,0.9,Dinamo Zagreb,"39,392",Stamford Bridge,François Letexier,Match Report,,2023
Group stage,6,Wed,2022-11-02,21:00 ,FC Copenhagen,1.8,1–1,1.2,Dortmund,"31,900",Parken,Əliyar Ağayev,Match Report,,2023
Group stage,6,Wed,2022-11-02,21:00 ,Juventus,1.6,1–2,0.5,Paris S-G,"41,089",Allianz Stadium,Carlos del Cerro,Match Report,,2023
Group stage,6,Wed,2022-11-02,21:00 ,Milan,1.8,4–0,1.6,RB Salzburg,"74,292",Stadio Giuseppe Meazza,Antonio Matéu,Match Report,,2023
Group stage,6,Wed,2022-11-02,22:00 ,Maccabi Haifa,1.6,1–6,1.5,Benfica,"30,464",Sammy Ofer Stadium,Anthony Taylor,Match Report,,2023
Round of 16,,Tue,2023-02-14,21:00 ,Paris S-G,0.8,0–1,1.4,Bayern Munich,"46,435",Parc des Princes,Michael Oliver,Match Report,Leg 1 of 2,2023
Round of 16,,Tue,2023-02-14,21:00 ,Milan,1.7,1–0,0.4,Tottenham,"74,320",Stadio Giuseppe Meazza,Sandro Schärer,Match Report,Leg 1 of 2,2023
Round of 16,,Wed,2023-02-15,21:00 ,Dortmund,1.5,1–0,2.1,Chelsea,"81,365",Signal Iduna Park,Jesús Gil,Match Report,Leg 1 of 2,2023
Round of 16,,Wed,2023-02-15,21:00 ,Club Brugge,0.2,0–2,2.9,Benfica,"24,136",Jan Breydelstadion,Davide Massa,Match Report,Leg 1 of 2,2023
Round of 16,,Tue,2023-02-21,20:00 ,Liverpool,1.8,2–5,1.6,Real Madrid,"52,337",Anfield,István Kovács,Match Report,Leg 1 of 2,2023
Round of 16,,Tue,2023-02-21,21:00 ,Eint Frankfurt,0.4,0–2,2.8,Napoli,"47,500",Deutsche Bank Park,Artur Dias,Match Report,Leg 1 of 2,2023
Round of 16,,Wed,2023-02-22,21:00 ,RB Leipzig,0.8,1–1,1.2,Manchester City,"45,228",Red Bull Arena,Serdar Gözübüyük,Match Report,Leg 1 of 2,2023
Round of 16,,Wed,2023-02-22,21:00 ,Inter,1.5,1–0,1.6,Porto,"75,374",Stadio Giuseppe Meazza,Srđan Jovanović,Match Report,Leg 1 of 2,2023
Round of 16,,Tue,2023-03-07,20:00 ,Chelsea,2.0,2–0,0.8,Dortmund,"38,882",Stamford Bridge,Danny Makkelie,Match Report,Leg 2 of 2; Chelsea won,2023
Round of 16,,Tue,2023-03-07,20:00 ,Benfica,3.3,5–1,0.9,Club Brugge,"60,960",Estádio do Sport Lisboa e Benfica,Halil Umut Meler,Match Report,Leg 2 of 2; Benfica won,2023
Round of 16,,Wed,2023-03-08,20:00 ,Tottenham,0.5,0–0,1.4,Milan,"61,602",Tottenham Hotspur Stadium,Clément Turpin,Match Report,Leg 2 of 2; Milan won,2023
Round of 16,,Wed,2023-03-08,21:00 ,Bayern Munich,1.7,2–0,1.1,Paris S-G,"75,000",Allianz Arena,Daniele Orsato,Match Report,Leg 2 of 2; Bayern Munich won,2023
Round of 16,,Tue,2023-03-14,20:00 ,Porto,1.7,0–0,0.5,Inter,"48,015",Estádio Do Dragão,Szymon Marciniak,Match Report,Leg 2 of 2; Inter won,2023
Round of 16,,Tue,2023-03-14,20:00 ,Manchester City,4.2,7–0,0.6,RB Leipzig,"52,038",Etihad Stadium,Slavko Vinčič,Match Report,Leg 2 of 2; Manchester City won,2023
Round of 16,,Wed,2023-03-15,21:00 ,Napoli,2.7,3–0,1.1,Eint Frankfurt,"49,082",Stadio Diego Armando Maradona,Anthony Taylor,Match Report,Leg 2 of 2; Napoli won,2023
Round of 16,,Wed,2023-03-15,21:00 ,Real Madrid,2.2,1–0,0.6,Liverpool,"63,127",Estadio Santiago Bernabéu,Felix Zwayer,Match Report,Leg 2 of 2; Real Madrid won,2023
Quarter-finals,,Tue,2023-04-11,20:00 ,Benfica,1.6,0–2,1.4,Inter,"62,594",Estádio da Luz (1954),Michael Oliver,Match Report,Leg 1 of 2,2023
Quarter-finals,,Tue,2023-04-11,20:00 ,Manchester City,1.8,3–0,0.9,Bayern Munich,"52,257",Etihad Stadium,Jesús Gil,Match Report,Leg 1 of 2,2023
Quarter-finals,,Wed,2023-04-12,21:00 ,Real Madrid,2.3,2–0,0.7,Chelsea,"63,142",Estadio Santiago Bernabéu,François Letexier,Match Report,Leg 1 of 2,2023
Quarter-finals,,Wed,2023-04-12,21:00 ,Milan,1.1,1–0,1.3,Napoli,"74,742",Stadio Giuseppe Meazza,István Kovács,Match Report,Leg 1 of 2,2023
Quarter-finals,,Tue,2023-04-18,20:00 ,Chelsea,1.9,0–2,1.8,Real Madrid,"39,453",Stamford Bridge,Daniele Orsato,Match Report,Leg 2 of 2; Real Madrid won,2023
Quarter-finals,,Tue,2023-04-18,21:00 ,Napoli,2.2,1–1,2.0,Milan,"52,728",Stadio Diego Armando Maradona,Szymon Marciniak,Match Report,Leg 2 of 2; Milan won,2023
Quarter-finals,,Wed,2023-04-19,21:00 ,Bayern Munich,2.2,1–1,1.3,Manchester City,"75,000",Allianz Arena,Clément Turpin,Match Report,Leg 2 of 2; Manchester City won,2023
Quarter-finals,,Wed,2023-04-19,21:00 ,Inter,1.2,3–3,0.7,Benfica,"75,380",Stadio Giuseppe Meazza,Carlos del Cerro,Match Report,Leg 2 of 2; Inter won,2023
Semi-finals,,Tue,2023-05-09,21:00 ,Real Madrid,0.7,1–1,0.5,Manchester City,"63,485",Estadio Santiago Bernabéu,Artur Dias,Match Report,Leg 1 of 2,2023
Semi-finals,,Wed,2023-05-10,21:00 ,Milan,0.9,0–2,2.0,Inter,"75,532",Stadio Giuseppe Meazza,Jesús Gil,Match Report,Leg 1 of 2,2023
Semi-finals,,Tue,2023-05-16,21:00 ,Inter,1.0,1–0,0.5,Milan,"75,567",Stadio Giuseppe Meazza,Clément Turpin,Match Report,Leg 2 of 2; Inter won,2023
Semi-finals,,Wed,2023-05-17,20:00 ,Manchester City,2.8,4–0,0.5,Real Madrid,"52,313",Etihad Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Manchester City won,2023
Final,,Sat,2023-06-10,22:00 ,Manchester City,1.0,1–0,1.7,Inter,"71,412",Atatürk Olimpiyat Stadı (Neutral Site),Szymon Marciniak,Match Report,,2023
Group stage,1,Tue,2021-09-14,18:45 ,Sevilla,1.5,1–1,2.9,RB Salzburg,"18,373",Estadio Ramón Sánchez Pizjuán,Aliaksei Kulbakou,Match Report,,2022
Group stage,1,Tue,2021-09-14,18:45 ,Young Boys,1.4,2–1,0.5,Manchester Utd,"31,120",Wankdorfstadion,François Letexier,Match Report,,2022
Group stage,1,Tue,2021-09-14,20:00 ,Chelsea,0.7,1–0,0.9,Zenit,"39,252",Stamford Bridge,Bartosz Frankowski,Match Report,,2022
Group stage,1,Tue,2021-09-14,21:00 ,Villarreal,2.3,2–2,1.3,Atalanta,"12,916",Estadio de la Cerámica,Clément Turpin,Match Report,,2022
Group stage,1,Tue,2021-09-14,21:00 ,Barcelona,0.2,0–3,2.7,Bayern Munich,"39,737",Camp Nou,Michael Oliver,Match Report,,2022
Group stage,1,Tue,2021-09-14,21:00 ,Lille,1.6,0–0,0.1,Wolfsburg,"34,314",Stade Pierre-Mauroy,Danny Makkelie,Match Report,,2022
Group stage,1,Tue,2021-09-14,21:00 ,Malmö,0.4,0–3,3.5,Juventus,"5,832",Eleda Stadion,Artur Dias,Match Report,,2022
Group stage,1,Tue,2021-09-14,22:00 ,Dynamo Kyiv,0.6,0–0,1.0,Benfica,"21,657",NSK Olimpijs'kyj,Anthony Taylor,Match Report,,2022
Group stage,1,Wed,2021-09-15,19:45 ,Sheriff Tiraspol,1.0,2–0,0.8,Shakhtar,"5,205",Bolshaya Sportivnaya Arena,Deniz Aytekin,Match Report,,2022
Group stage,1,Wed,2021-09-15,19:45 ,Beşiktaş,1.2,1–2,3.0,Dortmund,"22,445",Vodafone Arena,Antonio Matéu Lahoz,Match Report,,2022
Group stage,1,Wed,2021-09-15,20:00 ,Sporting CP,0.7,1–5,3.1,Ajax,"20,382",Estádio José Alvalade,José Sánchez,Match Report,,2022
Group stage,1,Wed,2021-09-15,20:00 ,Manchester City,2.3,6–3,1.3,RB Leipzig,"38,062",Etihad Stadium,Serdar Gözübüyük,Match Report,,2022
Group stage,1,Wed,2021-09-15,20:00 ,Liverpool,2.5,3–2,1.6,Milan,"51,445",Anfield,Szymon Marciniak,Match Report,,2022
Group stage,1,Wed,2021-09-15,21:00 ,Inter,2.4,0–1,1.2,Real Madrid,"37,082",Stadio Giuseppe Meazza,Daniel Siebert,Match Report,,2022
Group stage,1,Wed,2021-09-15,21:00 ,Club Brugge,1.3,1–1,1.4,Paris S-G,"27,546",Jan Breydelstadion,Sandro Schärer,Match Report,,2022
Group stage,1,Wed,2021-09-15,21:00 ,Atlético Madrid,0.3,0–0,1.6,Porto,"40,098",Estadio Wanda Metropolitano,Ovidiu Hațegan,Match Report,,2022
Group stage,2,Tue,2021-09-28,18:45 ,Ajax,3.5,2–0,0.9,Beşiktaş,"52,628",Johan Cruyff ArenA,Benoît Bastien,Match Report,,2022
Group stage,2,Tue,2021-09-28,19:45 ,Shakhtar,1.3,0–0,1.0,Inter,"26,170",NSK Olimpijs'kyj,István Kovács,Match Report,,2022
Group stage,2,Tue,2021-09-28,20:00 ,Porto,0.9,1–5,3.4,Liverpool,"23,520",Estádio Do Dragão,Sergey Karasev,Match Report,,2022
Group stage,2,Tue,2021-09-28,21:00 ,Real Madrid,3.1,1–2,0.4,Sheriff Tiraspol,"24,522",Estadio Santiago Bernabéu,Lawrence Visser,Match Report,,2022
Group stage,2,Tue,2021-09-28,21:00 ,RB Leipzig,1.3,1–2,1.4,Club Brugge,"23,500",Red Bull Arena,Slavko Vinčič,Match Report,,2022
Group stage,2,Tue,2021-09-28,21:00 ,Dortmund,0.3,1–0,0.4,Sporting CP,"25,000",Signal Iduna Park,Srdjan Stojanovic,Match Report,,2022
Group stage,2,Tue,2021-09-28,21:00 ,Paris S-G,0.4,2–0,1.9,Manchester City,"37,350",Parc des Princes,Carlos del Cerro,Match Report,,2022
Group stage,2,Tue,2021-09-28,21:00 ,Milan,0.7,1–2,2.1,Atlético Madrid,"35,374",Stadio Giuseppe Meazza,Cüneyt Çakιr,Match Report,,2022
Group stage,2,Wed,2021-09-29,18:45 ,Atalanta,2.5,1–0,0.1,Young Boys,"8,536",Stadio Atleti Azzurri d'Italia,Felix Brych,Match Report,,2022
Group stage,2,Wed,2021-09-29,19:45 ,Zenit,2.5,4–0,0.5,Malmö,"15,339",Gazprom Arena,Anastasios Sidiropoulos,Match Report,,2022
Group stage,2,Wed,2021-09-29,20:00 ,Manchester Utd,1.1,2–1,2.3,Villarreal,"73,130",Old Trafford,Felix Zwayer,Match Report,,2022
Group stage,2,Wed,2021-09-29,20:00 ,Benfica,1.9,3–0,1.2,Barcelona,"29,454",Estádio do Sport Lisboa e Benfica,Daniele Orsato,Match Report,,2022
Group stage,2,Wed,2021-09-29,21:00 ,RB Salzburg,2.1,2–1,0.5,Lille,"24,207",Red Bull Arena,Halil Umut Meler,Match Report,,2022
Group stage,2,Wed,2021-09-29,21:00 ,Juventus,0.9,1–0,1.3,Chelsea,"19,934",Allianz Stadium,Jesús Gil,Match Report,,2022
Group stage,2,Wed,2021-09-29,21:00 ,Bayern Munich,2.7,5–0,0.3,Dynamo Kyiv,"25,000",Allianz Arena,Marco Guida,Match Report,,2022
Group stage,2,Wed,2021-09-29,21:00 ,Wolfsburg,1.2,1–1,1.1,Sevilla,"11,733",Volkswagen Arena,Georgi Kabakov,Match Report,,2022
Group stage,3,Tue,2021-10-19,18:45 ,Club Brugge,0.6,1–5,4.7,Manchester City,"24,915",Jan Breydelstadion,István Kovács,Match Report,,2022
Group stage,3,Tue,2021-10-19,19:45 ,Beşiktaş,0.9,1–4,4.4,Sporting CP,"22,936",Vodafone Arena,Slavko Vinčič,Match Report,,2022
Group stage,3,Tue,2021-10-19,20:00 ,Porto,1.1,1–0,0.2,Milan,"32,130",Estádio Do Dragão,Felix Brych,Match Report,,2022
Group stage,3,Tue,2021-10-19,21:00 ,Atlético Madrid,2.2,2–3,1.3,Liverpool,"60,725",Estadio Wanda Metropolitano,Daniel Siebert,Match Report,,2022
Group stage,3,Tue,2021-10-19,21:00 ,Inter,2.3,3–1,0.4,Sheriff Tiraspol,"43,305",Stadio Giuseppe Meazza,Danny Makkelie,Match Report,,2022
