Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Année édition
4,Fabien Barthez,fr FRA,GK,Manchester Utd,29,1971,12,12,"1,080",12.0,10,0.83,43,33,76.7,6,3,3,5,41.7,,,,,,2000-2001
5,Jaromír Blažek,cz CZE,GK,Sparta Prague,27,1972,1,1,90,1.0,1,1.00,4,3,75.0,0,0,1,0,0.0,,,,,,2000-2001
6,Hans-Jörg Butt,de GER,GK,Hamburger SV,26,1974,6,6,540,6.0,9,1.50,26,17,65.4,1,3,2,2,33.3,,,,,,2000-2001
7,Santiago Cañizares,es ESP,GK,Valencia,30,1969,16,16,"1,470",16.3,8,0.49,41,33,80.5,9,5,2,10,62.5,,,,,,2000-2001
8,Iker Casillas,es ESP,GK,Real Madrid,19,1981,11,11,990,11.0,15,1.36,47,32,68.1,6,1,4,2,18.2,,,,,,2000-2001
9,Kostas Chalkias,gr GRE,GK,Panathinaikos,26,1974,4,3,325,3.6,4,1.11,17,13,76.5,0,0,3,0,0.0,,,,,,2000-2001
10,Jesper Christiansen,dk DEN,GK,Rangers,22,1978,2,2,180,2.0,4,2.00,14,10,71.4,0,1,1,0,0.0,,,,,,2000-2001
11,Grégory Coupet,fr FRA,GK,Lyon,27,1972,12,12,"1,080",12.0,10,0.83,41,31,75.6,5,2,5,4,33.3,,,,,,2000-2001
12,Filip De Wilde,be BEL,GK,Anderlecht,36,1964,8,8,720,8.0,18,2.25,41,23,56.1,5,0,3,2,25.0,,,,,,2000-2001
13,Raimond van der Gouw,nl NED,GK,Manchester Utd,37,1963,2,2,180,2.0,3,1.50,10,7,70.0,0,1,1,1,50.0,,,,,,2000-2001
14,Edwin van der Sar,nl NED,GK,Juventus,29,1970,6,6,505,5.6,12,2.14,25,13,52.0,1,2,2,1,16.7,,,,,,2000-2001
15,Dida,br BRA,GK,Milan,26,1973,6,6,540,6.0,5,0.83,22,17,77.3,3,1,2,3,50.0,,,,,,2000-2001
16,Richard Dutruel,fr FRA,GK,Barcelona,27,1972,5,5,450,5.0,9,1.80,24,15,62.5,1,2,2,1,20.0,,,,,,2000-2001
17,Dimitrios Eleftheropoulos,gr GRE,GK,Olympiacos,23,1976,6,6,540,6.0,5,0.83,22,17,77.3,3,0,3,3,50.0,,,,,,2000-2001
18,Aleksandr Filimonov,ru RUS,GK,Spartak Moscow,26,1973,12,12,"1,080",12.0,14,1.17,41,27,65.9,5,1,6,4,33.3,,,,,,2000-2001
19,Árni Gautur Arason,is ISL,GK,Rosenborg,25,1975,3,3,270,3.0,6,2.00,17,11,64.7,0,1,2,0,0.0,,,,,,2000-2001
20,Kerem İnan,tr TUR,GK,Galatasaray,20,1980,3,3,270,3.0,8,2.67,11,3,27.3,0,2,1,0,0.0,,,,,,2000-2001
21,Jørn Jamtfall,no NOR,GK,Rosenborg,34,1966,3,3,270,3.0,9,3.00,22,13,59.1,2,0,1,0,0.0,,,,,,2000-2001
22,Oliver Kahn,de GER,GK,Bayern Munich,31,1969,16,16,"1,446",16.1,11,0.68,51,40,78.4,11,3,2,7,43.8,,,,,,2000-2001
23,Stefan Klos,de GER,GK,Rangers,28,1971,4,4,360,4.0,3,0.75,19,16,84.2,2,1,1,2,50.0,,,,,,2000-2001
24,Lionel Letizi,fr FRA,GK,Paris S-G,27,1973,12,12,"1,080",12.0,19,1.58,65,46,70.8,4,3,5,2,16.7,,,,,,2000-2001
25,John Lukic,eng ENG,GK,Arsenal,39,1960,1,1,90,1.0,1,1.00,4,3,75.0,1,0,0,0,0.0,,,,,,2000-2001
26,Alex Manninger,at AUT,GK,Arsenal,23,1977,2,2,180,2.0,6,3.00,11,5,45.5,0,0,2,0,0.0,,,,,,2000-2001
27,Luca Marchegiani,it ITA,GK,Lazio,34,1966,5,5,450,5.0,6,1.20,21,15,71.4,3,1,1,2,40.0,,,,,,2000-2001
28,Nigel Martyn,eng ENG,GK,Leeds United,33,1966,10,10,900,10.0,14,1.40,45,31,68.9,5,1,4,1,10.0,,,,,,2000-2001
29,Adam Matysek,pl POL,GK,Leverkusen,32,1968,1,1,90,1.0,0,0.00,4,4,100.0,1,0,0,1,100.0,,,,,,2000-2001
30,Zvonko Milojević,rs SRB,GK,Anderlecht,28,1971,4,4,360,4.0,8,2.00,22,14,63.6,1,0,3,1,25.0,,,,,,2000-2001
31,José Molina,es ESP,GK,La Coruña,29,1970,13,13,"1,170",13.0,14,1.08,44,30,68.2,5,5,3,4,30.8,,,,,,2000-2001
32,Antonios Nikopolidis,gr GRE,GK,Panathinaikos,29,1971,9,9,745,8.3,11,1.33,45,34,75.6,2,4,3,3,33.3,,,,,,2000-2001
33,Nélson Pereira,pt POR,GK,Sporting CP,24,1975,2,2,180,2.0,4,2.00,11,7,63.6,0,1,1,1,50.0,,,,,,2000-2001
34,Angelo Peruzzi,it ITA,GK,Lazio,30,1970,7,7,630,7.0,9,1.29,31,22,71.0,2,2,3,1,14.3,,,,,,2000-2001
35,Stéphane Porato,fr FRA,GK,Monaco,26,1973,6,6,540,6.0,10,1.67,34,24,70.6,2,1,3,0,0.0,,,,,,2000-2001
36,Tomáš Poštulka,cz CZE,GK,Sparta Prague,26,1974,5,5,450,5.0,12,2.40,33,21,63.6,1,0,4,0,0.0,,,,,,2000-2001
37,Michelangelo Rampulla,it ITA,GK,Juventus,37,1962,1,0,35,0.4,0,0.00,2,2,100.0,0,1,0,0,,,,,,,2000-2001
38,Paul Robinson,eng ENG,GK,Leeds United,20,1979,6,6,540,6.0,7,1.17,26,19,73.1,1,4,1,2,33.3,,,,,,2000-2001
39,Sebastiano Rossi,it ITA,GK,Milan,36,1964,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,,,,,,2000-2001
40,César Sánchez,es ESP,GK,Real Madrid,28,1971,5,5,450,5.0,8,1.60,25,17,68.0,3,1,1,1,20.0,,,,,,2000-2001
41,Josef Schicklgruber,at AUT,GK,Sturm Graz,33,1967,5,4,369,4.1,10,2.44,23,13,56.5,2,0,2,2,50.0,,,,,,2000-2001
42,Peter Schmeichel,dk DEN,GK,Sporting CP,36,1963,4,4,360,4.0,11,2.75,26,15,57.7,0,1,3,0,0.0,,,,,,2000-2001
43,David Seaman,eng ENG,GK,Arsenal,36,1963,10,10,900,10.0,8,0.80,34,26,76.5,6,3,1,4,40.0,,,,,,2000-2001
44,Ike Shorunmu,ng NGA,GK,Beşiktaş,32,1967,5,5,450,5.0,14,2.80,33,19,57.6,1,1,3,0,0.0,,,,,,2000-2001
45,Oleksandr Shovkovskiy,ua UKR,GK,Dynamo Kyiv,25,1975,6,6,540,6.0,8,1.33,25,17,68.0,1,1,4,2,33.3,,,,,,2000-2001
46,Kazimierz Sidorczuk,pl POL,GK,Sturm Graz,33,1967,8,8,711,7.9,15,1.90,41,26,63.4,3,1,4,1,12.5,,,,,,2000-2001
47,Jacques Songo'o,cm CMR,GK,La Coruña,36,1964,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,,,,,,2000-2001
48,Cláudio Taffarel,br BRA,GK,Galatasaray,34,1966,11,11,990,11.0,16,1.45,46,30,65.2,6,1,4,4,36.4,,,,,,2000-2001
49,Stuart Taylor,eng ENG,GK,Arsenal,19,1980,1,1,90,1.0,3,3.00,7,4,57.1,0,0,1,0,0.0,,,,,,2000-2001
50,Fevzi Tuncay,tr TUR,GK,Beşiktaş,22,1977,1,1,90,1.0,3,3.00,9,6,66.7,0,0,1,0,0.0,,,,,,2000-2001
51,Yuriy Virt,ua UKR,GK,Shakhtar Donetsk,26,1974,6,6,540,6.0,15,2.50,35,20,57.1,2,0,4,0,0.0,,,,,,2000-2001
52,Hans Vonk,za RSA,GK,Heerenveen,30,1970,6,6,540,6.0,9,1.50,33,24,72.7,1,1,4,0,0.0,,,,,,2000-2001
53,Ronald Waterreus,nl NED,GK,PSV Eindhoven,29,1970,6,6,540,6.0,9,1.50,26,17,65.4,3,0,3,1,16.7,,,,,,2000-2001
54,Stefan Wessels,de GER,GK,Bayern Munich,21,1979,2,1,114,1.3,1,0.79,4,3,75.0,0,1,0,0,0.0,,,,,,2000-2001
55,Pascal Zuberbühler,ch SUI,GK,Leverkusen,29,1971,5,5,450,5.0,12,2.40,26,14,53.8,1,1,3,0,0.0,,,,,,2000-2001
1,Christian Abbiati,it ITA,GK,Milan,22,1977,6,6,540,6.0,7,1.17,23,16,69.6,1,3,2,2,33.3,,,,,,1999-2000
2,Francesc Arnau,es ESP,GK,Barcelona,24,1975,4,4,360,4.0,5,1.25,13,8,61.5,3,1,0,2,50.0,,,,,,1999-2000
3,Mattias Asper,se SWE,GK,AIK Stockholm,25,1974,6,6,521,5.8,16,2.76,41,25,61.0,0,1,5,0,0.0,,,,,,1999-2000
4,Vítor Baía,pt POR,GK,Porto,29,1969,9,9,794,8.8,7,0.79,37,30,81.1,7,1,1,5,55.6,,,,,,1999-2000
5,Morten Bakke,no NOR,GK,Molde,30,1968,6,6,540,6.0,14,2.33,35,21,60.0,1,0,5,0,0.0,,,,,,1999-2000
6,Marco Ballotta,it ITA,GK,Lazio,35,1964,4,4,360,4.0,6,1.50,17,11,64.7,3,0,1,2,50.0,,,,,,1999-2000
7,Lee Baxter,sct SCO,GK,AIK Stockholm,23,1976,1,0,19,0.2,0,0.00,0,0,,0,0,0,0,,,,,,,1999-2000
8,Albano Bizzarri,ar ARG,GK,Real Madrid,21,1977,4,4,360,4.0,2,0.50,14,12,85.7,4,0,0,2,50.0,,,,,,1999-2000
9,Jaromír Blažek,cz CZE,GK,Sparta Prague,26,1972,4,4,360,4.0,5,1.25,18,13,72.2,1,2,1,1,25.0,,,,,,1999-2000
10,Mehmet Bölükbaşı,tr TUR,GK,Galatasaray,20,1978,1,1,90,1.0,5,5.00,9,4,44.4,0,0,1,0,0.0,,,,,,1999-2000
11,Mark Bosnich,au AUS,GK,Manchester Utd,27,1972,7,7,630,7.0,6,0.86,23,17,73.9,3,2,2,2,28.6,,,,,,1999-2000
12,Tomislav Butina,hr CRO,GK,Croatia Zagreb,25,1974,3,2,259,2.9,5,1.74,13,8,61.5,0,1,2,0,0.0,,,,,,1999-2000
13,Santiago Cañizares,es ESP,GK,Valencia,29,1969,11,11,963,10.7,11,1.03,45,34,75.6,5,1,4,3,27.3,,,,,,1999-2000
14,Iker Casillas,es ESP,GK,Real Madrid,18,1981,12,12,"1,080",12.0,19,1.58,55,36,65.5,9,3,3,4,33.3,,,,,,1999-2000
15,Lionel Charbonnier,fr FRA,GK,Rangers,32,1966,3,3,270,3.0,3,1.00,14,11,78.6,1,1,1,1,33.3,,,,,,1999-2000
16,Raimond van der Gouw,nl NED,GK,Manchester Utd,36,1963,7,7,630,7.0,5,0.71,21,16,76.2,5,1,1,4,57.1,,,,,,1999-2000
17,Jerzy Dudek,pl POL,GK,Feyenoord,26,1973,12,12,"1,080",12.0,13,1.08,51,38,74.5,3,7,2,5,41.7,,,,,,1999-2000
18,Dimitrios Eleftheropoulos,gr GRE,GK,Olympiacos,22,1976,6,6,540,6.0,12,2.00,31,19,61.3,2,1,3,0,0.0,,,,,,1999-2000
19,Jim van Fessem,nl NED,GK,Willem II,23,1975,3,3,206,2.3,2,0.87,9,7,77.8,0,2,1,1,33.3,,,,,,1999-2000
20,Christian Fiedler,de GER,GK,Hertha BSC,24,1975,2,2,180,2.0,2,1.00,9,7,77.8,0,1,1,0,0.0,,,,,,1999-2000
21,Aleksandr Filimonov,ru RUS,GK,Spartak Moscow,25,1973,6,6,540,6.0,12,2.00,33,21,63.6,1,2,3,0,0.0,,,,,,1999-2000
22,Árni Gautur Arason,is ISL,GK,Rosenborg,24,1975,4,4,360,4.0,7,1.75,17,10,58.8,0,0,4,0,0.0,,,,,,1999-2000
23,Ed de Goey,nl NED,GK,Chelsea,32,1966,14,14,"1,290",14.3,14,0.98,62,48,77.4,7,3,4,4,28.6,,,,,,1999-2000
24,Luka Gresak,si SVN,GK,NK Maribor,26,1973,2,2,180,2.0,2,1.00,8,6,75.0,0,1,1,1,50.0,,,,,,1999-2000
25,Ruud Hesp,nl NED,GK,Barcelona,33,1965,12,12,"1,110",12.3,18,1.46,52,34,65.4,8,2,2,1,8.3,,,,,,1999-2000
26,Henrique Hilário,pt POR,GK,Porto,23,1975,6,5,466,5.2,10,1.93,25,15,60.0,0,1,4,0,0.0,,,,,,1999-2000
27,Bodo Illgner,de GER,GK,Real Madrid,32,1967,1,1,90,1.0,2,2.00,4,2,50.0,0,0,1,0,0.0,,,,,,1999-2000
28,Jørn Jamtfall,no NOR,GK,Rosenborg,33,1966,8,8,720,8.0,9,1.13,30,21,70.0,3,3,2,3,37.5,,,,,,1999-2000
29,Oliver Kahn,de GER,GK,Bayern Munich,30,1969,13,13,"1,170",13.0,14,1.08,49,35,71.4,8,4,1,1,7.7,,,,,,1999-2000
30,Gábor Király,hu HUN,GK,Hertha BSC,23,1976,10,10,900,10.0,16,1.60,46,30,65.2,1,3,5,1,10.0,,,,,,1999-2000
31,Stefan Klos,de GER,GK,Rangers,27,1971,3,3,270,3.0,4,1.33,15,11,73.3,1,0,2,0,0.0,,,,,,1999-2000
32,Ivica Kralj,rs SRB,GK,PSV,26,1973,1,1,90,1.0,4,4.00,10,6,60.0,0,0,1,0,0.0,,,,,,1999-2000
33,Dražen Ladić,hr CRO,GK,Croatia Zagreb,36,1963,4,4,281,3.1,2,0.64,12,10,83.3,1,1,1,2,50.0,,,,,,1999-2000
34,Jens Lehmann,de GER,GK,Dortmund,29,1969,6,6,540,6.0,9,1.50,24,15,62.5,1,3,2,2,33.3,,,,,,1999-2000
35,Kris Mampaey,be BEL,GK,Willem II,28,1970,4,4,334,3.7,13,3.50,27,14,51.9,0,0,3,0,0.0,,,,,,1999-2000
36,Alex Manninger,at AUT,GK,Arsenal,22,1977,4,4,360,4.0,4,1.00,15,11,73.3,2,2,0,1,25.0,,,,,,1999-2000
37,Luca Marchegiani,it ITA,GK,Lazio,33,1966,10,10,900,10.0,6,0.60,32,26,81.3,5,4,1,5,50.0,,,,,,1999-2000
38,Adam Matysek,pl POL,GK,Leverkusen,31,1968,6,6,540,6.0,7,1.17,22,15,68.2,1,4,1,2,33.3,,,,,,1999-2000
39,Andrés Palop,es ESP,GK,Valencia,25,1973,7,6,567,6.3,7,1.11,26,19,73.1,3,3,1,2,33.3,,,,,,1999-2000
40,Stéphane Porato,fr FRA,GK,Marseille,25,1973,10,10,900,10.0,18,1.80,56,38,67.9,3,2,5,3,30.0,,,,,,1999-2000
41,Tomáš Poštulka,cz CZE,GK,Sparta Prague,25,1974,8,8,720,8.0,13,1.62,41,28,68.3,3,3,2,3,37.5,,,,,,1999-2000
42,Ulrich Ramé,fr FRA,GK,Bordeaux,26,1972,11,11,990,11.0,18,1.64,52,34,65.4,3,4,4,3,27.3,,,,,,1999-2000
43,Ricardo,pt POR,GK,Boavista,23,1976,3,3,270,3.0,3,1.00,13,10,76.9,1,1,1,2,66.7,,,,,,1999-2000
44,Teddy Richert,fr FRA,GK,Bordeaux,24,1974,1,1,90,1.0,0,0.00,3,3,100.0,0,1,0,1,100.0,,,,,,1999-2000
45,Josef Schicklgruber,at AUT,GK,Sturm Graz,32,1967,5,5,450,5.0,10,2.00,26,16,61.5,2,0,3,1,20.0,,,,,,1999-2000
46,David Seaman,eng ENG,GK,Arsenal,35,1963,2,2,180,2.0,5,2.50,11,6,54.5,0,0,2,0,0.0,,,,,,1999-2000
47,Oleksandr Shovkovskiy,ua UKR,GK,Dynamo Kyiv,24,1975,12,12,"1,080",12.0,16,1.33,44,28,63.6,5,2,5,2,16.7,,,,,,1999-2000
48,Kazimierz Sidorczuk,pl POL,GK,Sturm Graz,32,1967,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,,,,,,1999-2000
49,Marko Simeunovič,si SVN,GK,NK Maribor,31,1967,4,4,360,4.0,10,2.50,31,21,67.7,1,0,3,1,25.0,,,,,,1999-2000
50,Cláudio Taffarel,br BRA,GK,Galatasaray,33,1966,5,5,450,5.0,8,1.60,22,14,63.6,2,1,2,0,0.0,,,,,,1999-2000
51,Giuseppe Taglialatela,it ITA,GK,Fiorentina,30,1969,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,,,,,,1999-2000
52,Francesco Toldo,it ITA,GK,Fiorentina,27,1971,11,11,990,11.0,13,1.18,65,52,80.0,4,5,2,2,18.2,,,,,,1999-2000
53,Stéphane Trévisan,fr FRA,GK,Marseille,25,1974,2,2,180,2.0,1,0.50,7,6,85.7,1,0,1,1,50.0,,,,,,1999-2000
54,Ronald Waterreus,nl NED,GK,PSV,28,1970,5,5,450,5.0,6,1.20,22,16,72.7,1,1,3,0,0.0,,,,,,1999-2000
55,Stefan Wessels,de GER,GK,Bayern Munich,20,1979,3,3,270,3.0,5,1.67,14,9,64.3,0,1,2,0,0.0,,,,,,1999-2000
56,Bassey William Andem,cm CMR,GK,Boavista,31,1968,3,3,269,3.0,7,2.34,22,15,68.2,0,1,2,0,0.0,,,,,,1999-2000
